!	Two Link Robot Arm Testing			
!@	x2	y2	theta1	theta2
	1.42235428646924	0.21022225211328	0	0
	1.44790554669992	0.204557674096338	0	0
	1.4738532771757	0.201141590572476	0	0
	1.5	0.2	0	0
	1.5261467228243	0.201141590572476	0	0
	1.55209445330008	0.204557674096338	0	0
	1.57764571353076	0.21022225211328	0	0
	1.6026060429977	0.218092213764228	0	0
	1.62678547852221	0.228107663889005	0	0
	1.65	0.240192378864668	0	0
	1.67207293090531	0.254254386713302	0	0
	1.69283628290596	0.270186667064307	0	0
	1.71213203435596	0.287867965644036	0	0
	1.72981333293569	0.307163717094038	0	0
	1.7457456132867	0.327927069094686	0	0
	1.75980762113533	0.35	0	0
	1.77189233611099	0.37321452147779	0	0
	1.78190778623577	0.397393957002299	0	0
	1.78977774788672	0.422354286469244	0	0
	1.79544232590366	0.447905546699921	0	0
	1.79885840942752	0.473853277175703	0	0
	2.1	0.5	0	0
	2.09771681885505	0.552293445648595	0	0
	2.09088465180732	0.604188906600158	0	0
	2.07955549577344	0.655291427061512	0	0
	2.06381557247155	0.705212085995401	0	0
	2.04378467222199	0.75357095704442	0	0
	2.01961524227066	0.8	0	0
	1.9914912265734	0.844145861810628	0	0
	1.95962666587139	0.885672565811924	0	0
	1.92426406871193	0.924264068711929	0	0
	1.88567256581192	0.959626665871387	0	0
	1.84414586181063	0.991491226573395	0	0
	1.8	1.01961524227066	0	0
	1.75357095704442	1.04378467222199	0	0
	1.7052120859954	1.06381557247155	0	0
	1.65529142706151	1.07955549577344	0	0
	1.60418890660016	1.09088465180732	0	0
	1.55229344564859	1.09771681885505	0	0
	1.5	1.1	0	0
	1.44770655435141	1.09771681885505	0	0
	1.39581109339984	1.09088465180732	0	0
	1.34470857293849	1.07955549577344	0	0
	1.2947879140046	1.06381557247155	0	0
	1.24642904295558	1.04378467222199	0	0
	1.2	1.01961524227066	0	0
	1.15585413818937	0.991491226573395	0	0
	1.11432743418808	0.959626665871387	0	0
	1.07573593128807	0.924264068711929	0	0
	1.04037333412861	0.885672565811924	0	0
	1.00850877342661	0.844145861810628	0	0
	0.980384757729337	0.8	0	0
	0.95621532777801	0.75357095704442	0	0
	0.936184427528455	0.705212085995401	0	0
	0.920444504226559	0.655291427061512	0	0
	0.909115348192675	0.604188906600158	0	0
	0.902283181144953	0.552293445648595	0	0
	0.9	0.5	0	0
	0.902283181144953	0.447706554351405	0	0
	0.909115348192675	0.395811093399842	0	0
	0.920444504226559	0.344708572938488	0	0
	0.936184427528455	0.294787914004599	0	0
	0.95621532777801	0.24642904295558	0	0
	0.980384757729337	0.2	0	0
	1.00850877342661	0.155854138189372	0	0
	1.04037333412861	0.114327434188076	0	0
	1.07573593128807	0.0757359312880715	0	0
	1.11432743418808	0.0403733341286132	0	0
	1.15585413818937	0.00850877342660494	0	0
	1.2	-0.0196152422706631	0	0
	1.24642904295558	-0.0437846722219899	0	0
	1.2947879140046	-0.063815572471545	0	0
	1.34470857293849	-0.079555495773441	0	0
	1.39581109339984	-0.0908846518073248	0	0
	1.44770655435141	-0.0977168188550474	0	0
	1.5	-0.1	0	0
	1.55229344564859	-0.0977168188550474	0	0
	1.60418890660016	-0.0908846518073248	0	0
	1.65529142706151	-0.079555495773441	0	0
	1.7052120859954	-0.063815572471545	0	0
	1.75357095704442	-0.0437846722219899	0	0
	1.8	-0.0196152422706631	0	0
	1.84414586181063	0.00850877342660494	0	0
	1.88567256581192	0.0403733341286132	0	0
	1.92426406871193	0.0757359312880715	0	0
	1.95962666587139	0.114327434188076	0	0
	1.9914912265734	0.155854138189372	0	0
	2.01961524227066	0.2	0	0
	2.04378467222199	0.24642904295558	0	0
	2.06381557247155	0.294787914004599	0	0
	2.07955549577344	0.344708572938488	0	0
	2.09088465180732	0.395811093399842	0	0
	2.09771681885505	0.447706554351405	0	0
